,INVOICE CODE,ACCOUNT URL,AMOUNT,COMMISSIONS (USD)
304,FD614147,Ufficio Fornitori,100.0,25.0
305,FD631322,Ufficio Fornitori,75.0,18.75
306,FD648190,Ufficio Fornitori,75.0,18.75
307,FD665239,Ufficio Fornitori,75.0,18.75
308,FD682324,Ufficio Fornitori,75.0,18.75
309,FD699355,Ufficio Fornitori,75.0,18.75
310,FD716539,Ufficio Fornitori,75.0,18.75
311,FD733343,Ufficio Fornitori,75.0,18.75
312,FDEUR55959,pampanorama,3542.4,885.6
313,FDEUR61195,pampanorama,569.49,142.37
314,FDEUR55984,pampanorama,14.76,3.69
315,FDEUR56628,pampanorama,1386.21,346.55
316,FDEUR56209,pampanorama,2811.78,702.94
317,FDEUR83372,pampanorama,8501.76,2125.44
318,FDEUR87095,pampanorama,616.23,154.05
319,FDEUR113059,pampanorama,9210.24,2302.56
320,FDEUR80603,NCS Srl,797.04,199.26
321,FDEUR53366,NCS Srl,531.36,132.84
322,FDEUR57435,NCS Srl,226.32,56.58
323,FD543836,renesys - helpdesk,684.0,171.0
324,FD746045,renesys - helpdesk,684.0,171.0
325,FD956623,renesys - helpdesk,684.0,171.0
326,FD1193228,renesys - helpdesk,684.0,171.0
327,FD676823,hoplix,5.0,1.25
328,FD677881,hoplix,75.0,18.75
329,FD695096,hoplix,75.0,18.75
330,FD712034,hoplix,75.0,18.75
331,FD729176,hoplix,75.0,18.75
332,FD1373475,hoplix,150.0,37.5
333,FD761830,hoplix,75.0,18.75
334,FD778417,hoplix,75.0,18.75
335,FD795988,hoplix,75.0,18.75
336,FD813234,hoplix,75.0,18.75
337,FD830346,hoplix,75.0,18.75
338,FD848081,hoplix,75.0,18.75
339,FD865423,hoplix,75.0,18.75
340,FD883233,hoplix,75.0,18.75
341,FD885390,hoplix,21.0,5.25
342,FD901301,hoplix,100.0,25.0
343,FD919554,hoplix,100.0,25.0
344,FD937928,hoplix,100.0,25.0
345,FD955399,hoplix,100.0,25.0
346,FD973681,hoplix,100.0,25.0
347,FD992489,hoplix,100.0,25.0
348,FD1011254,hoplix,100.0,25.0
349,FD1030053,hoplix,100.0,25.0
350,FD1048747,hoplix,100.0,25.0
351,FD1068370,hoplix,100.0,25.0
352,FD1087990,hoplix,100.0,25.0
353,FD1108349,hoplix,100.0,25.0
354,FD1135763,hoplix,100.0,25.0
355,FD1157113,hoplix,100.0,25.0
356,FD1176335,hoplix,2.0,0.5
357,FD1177786,hoplix,125.0,31.25
358,FD1197872,hoplix,125.0,31.25
359,FD1218752,hoplix,125.0,31.25
360,FD1240543,hoplix,125.0,31.25
361,FD1262845,hoplix,125.0,31.25
362,FD745078,hoplix,0.0,0.0
363,FD1284752,hoplix,125.0,31.25
364,FD1306947,hoplix,125.0,31.25
365,FD1329165,hoplix,125.0,31.25
366,FD1329192,hoplix,25.0,6.25
367,FD1350922,hoplix,150.0,37.5
368,FD546883,Initial Italia SpA,287.0,71.75
369,FD554683,Initial Italia SpA,625.0,156.25
370,FD571700,Initial Italia SpA,625.0,156.25
371,FD588189,Initial Italia SpA,625.0,156.25
372,FD605097,Initial Italia SpA,625.0,156.25
373,FD621927,Initial Italia SpA,625.0,156.25
374,FD639255,Initial Italia SpA,625.0,156.25
375,FD652732,Initial Italia SpA,5.0,1.25
376,FD655989,Initial Italia SpA,650.0,162.5
377,FD673036,Initial Italia SpA,650.0,162.5
378,FD690294,Initial Italia SpA,650.0,162.5
379,FD707185,Initial Italia SpA,650.0,162.5
380,FD724321,Initial Italia SpA,650.0,162.5
381,FD741053,Initial Italia SpA,650.0,162.5
382,FD757015,Initial Italia SpA,650.0,162.5
383,FD774223,Initial Italia SpA,650.0,162.5
384,FD791030,Initial Italia SpA,650.0,162.5
385,FD808197,Initial Italia SpA,650.0,162.5
386,FD825409,Initial Italia SpA,650.0,162.5
387,FD843120,Initial Italia SpA,650.0,162.5
388,FDEUR50964,PNEUMATICONE 2016 SL,499.38,124.84
389,FDEUR53178,PNEUMATICONE 2016 SL,499.38,124.84
390,FDEUR55357,PNEUMATICONE 2016 SL,499.38,124.84
391,FDEUR57623,PNEUMATICONE 2016 SL,499.38,124.84
392,FDEUR59799,PNEUMATICONE 2016 SL,499.38,124.84
393,FDEUR62092,PNEUMATICONE 2016 SL,499.38,124.84
394,FDEUR64360,PNEUMATICONE 2016 SL,499.38,124.84
395,FDEUR66565,PNEUMATICONE 2016 SL,499.38,124.84
396,FDEUR68801,PNEUMATICONE 2016 SL,499.38,124.84
397,FDEUR71083,PNEUMATICONE 2016 SL,499.38,124.84
398,FDEUR73402,PNEUMATICONE 2016 SL,499.38,124.84
399,FDEUR74040,PNEUMATICONE 2016 SL,51.66,12.91
400,FDEUR75787,PNEUMATICONE 2016 SL,570.72,142.68
401,FDEUR77983,PNEUMATICONE 2016 SL,570.72,142.68
402,FDEUR80390,PNEUMATICONE 2016 SL,570.72,142.68
403,FDEUR82695,PNEUMATICONE 2016 SL,570.72,142.68
404,FDEUR85183,PNEUMATICONE 2016 SL,570.72,142.68
405,FDEUR87436,PNEUMATICONE 2016 SL,570.72,142.68
406,FDEUR89885,PNEUMATICONE 2016 SL,570.72,142.68
407,FDEUR92329,PNEUMATICONE 2016 SL,570.72,142.68
408,FDEUR94648,PNEUMATICONE 2016 SL,570.72,142.68
409,FDEUR97093,PNEUMATICONE 2016 SL,570.72,142.68
410,FDEUR99582,PNEUMATICONE 2016 SL,570.72,142.68
411,FDEUR101179,PNEUMATICONE 2016 SL,248.46,62.11
412,FDEUR102100,PNEUMATICONE 2016 SL,1230.0,307.5
413,FDEUR102239,PNEUMATICONE 2016 SL,146.37,36.59
414,FDEUR104639,PNEUMATICONE 2016 SL,1383.75,345.93
415,FDEUR106958,PNEUMATICONE 2016 SL,1383.75,345.93
416,FDEUR109675,PNEUMATICONE 2016 SL,1383.75,345.93
417,FDEUR112295,PNEUMATICONE 2016 SL,1383.75,345.93
418,FDEUR115013,PNEUMATICONE 2016 SL,1383.75,345.93
419,FDEUR117627,PNEUMATICONE 2016 SL,1383.75,345.93
420,FDEUR120394,PNEUMATICONE 2016 SL,1383.75,345.93
421,FDEUR123220,PNEUMATICONE 2016 SL,0.0,0.0
422,FDEUR125968,PNEUMATICONE 2016 SL,0.0,0.0
423,FDEUR128817,PNEUMATICONE 2016 SL,0.0,0.0
424,FDEUR131865,PNEUMATICONE 2016 SL,0.0,0.0
425,FDEUR134993,PNEUMATICONE 2016 SL,0.0,0.0
426,FDEUR138047,PNEUMATICONE 2016 SL,0.0,0.0
427,FDEUR140972,PNEUMATICONE 2016 SL,0.0,0.0
428,FDEUR144790,PNEUMATICONE 2016 SL,0.0,0.0
429,FDEUR52200,Banca Etica,2793.33,698.33
430,FDEUR47961,Banca Etica,43748.64,10937.16
431,FDEUR74465,Banca Etica,0.0,0.0
432,FDEUR74691,Banca Etica,43748.64,10937.16
433,FDEUR92364,Banca Etica,0.0,0.0
434,FDEUR103454,Banca Etica,43748.64,10937.16
435,FDEUR110626,Banca Etica,0.0,0.0
436,FDEUR128607,Banca Etica,0.0,0.0
437,FDEUR136594,Banca Etica,43748.64,10937.16
438,FDEUR138513,Banca Etica,0.0,0.0
439,FDEUR142894,Banca Etica,2733.06,683.26
440,FDEUR49047,Diventarefelici,428.04,107.01
441,FDEUR51045,Diventarefelici,118.08,29.52
442,FDEUR59630,Diventarefelici,3.69,0.92
443,FDEUR49180,Escape Land S.r.l.,177.12,44.28
444,FDEUR55637,Escape Land S.r.l.,177.12,44.28
445,FDEUR62362,Escape Land S.r.l.,177.12,44.28
446,FDEUR69041,Escape Land S.r.l.,177.12,44.28
447,FDEUR76034,Escape Land S.r.l.,177.12,44.28
448,FDEUR83019,Escape Land S.r.l.,177.12,44.28
449,FDEUR49040,Studio Legale Fabiano,265.68,66.42
450,FDEUR75903,Studio Legale Fabiano,265.68,66.42
451,FDEUR104784,Studio Legale Fabiano,265.68,66.42
452,FDEUR138161,Studio Legale Fabiano,265.68,66.42
453,FDEUR77471,Veritas,206.64,51.66
454,FDEUR79914,Veritas,206.64,51.66
455,FDEUR82248,Veritas,206.64,51.66
456,FDEUR84737,Veritas,206.64,51.66
457,FDEUR89431,Veritas,206.64,51.66
458,FDEUR91854,Veritas,206.64,51.66
459,FDEUR94211,Veritas,206.64,51.66
460,FDEUR96624,Veritas,206.64,51.66
461,FDEUR99081,Veritas,206.64,51.66
462,FDEUR86974,Veritas,0.0,0.0
463,FDEUR46447,Veritas,118.08,29.52
464,FDEUR46524,Veritas,98.4,24.6
465,FDEUR48521,Veritas,118.08,29.52
466,FDEUR50513,Veritas,118.08,29.52
467,FDEUR52740,Veritas,118.08,29.52
468,FDEUR53993,Veritas,49.2,12.3
469,FDEUR54921,Veritas,118.08,29.52
470,FDEUR55486,Veritas,24.6,6.15
471,FDEUR55706,Veritas,98.4,24.6
472,FDEUR56982,Veritas,98.4,24.6
473,FDEUR57183,Veritas,147.6,36.9
474,FDEUR57636,Veritas,98.4,24.6
475,FDEUR59370,Veritas,147.6,36.9
476,FDEUR60038,Veritas,98.4,24.6
477,FDEUR61156,Veritas,98.4,24.6
478,FDEUR61632,Veritas,147.6,36.9
479,FDEUR61749,Veritas,98.4,24.6
480,FDEUR62718,Veritas,98.4,24.6
481,FDEUR63916,Veritas,98.4,24.6
482,FDEUR63918,Veritas,147.6,36.9
483,FDEUR65466,Veritas,98.4,24.6
484,FDEUR66138,Veritas,147.6,36.9
485,FDEUR67342,Veritas,98.4,24.6
486,FDEUR68379,Veritas,147.6,36.9
487,FDEUR68878,Veritas,98.4,24.6
488,FDEUR69733,Veritas,11.07,2.76
489,FDEUR70226,Veritas,98.4,24.6
490,FDEUR70647,Veritas,177.12,44.28
491,FDEUR72966,Veritas,177.12,44.28
492,FDEUR73238,Veritas,98.4,24.6
493,FDEUR73436,Veritas,23.37,5.84
494,FDEUR75351,Veritas,206.64,51.66
495,FDEUR75658,Veritas,98.4,24.6
496,FDEUR46113,risatti,428.04,107.01
497,FDEUR48170,risatti,428.04,107.01
498,FDEUR50128,risatti,428.04,107.01
499,FDEUR52172,risatti,14.76,3.69
500,FDEUR52348,risatti,570.72,142.68
501,FDEUR54551,risatti,570.72,142.68
502,FDEUR56784,risatti,570.72,142.68
503,FDEUR59011,risatti,570.72,142.68
504,FDEUR61252,risatti,570.72,142.68
505,FDEUR63492,risatti,570.72,142.68
506,FDEUR65778,risatti,570.72,142.68
507,FDEUR67973,risatti,570.72,142.68
508,FDEUR70237,risatti,570.72,142.68
509,FDEUR72587,risatti,570.72,142.68
510,FDEUR74925,risatti,570.72,142.68
511,FDEUR77075,risatti,570.72,142.68
512,FDEUR79516,risatti,570.72,142.68
513,FDEUR81853,risatti,570.72,142.68
514,FDEUR84277,risatti,570.72,142.68
515,FDEUR86614,risatti,570.72,142.68
516,FDEUR89011,risatti,570.72,142.68
517,FDEUR91425,risatti,570.72,142.68
518,FDEUR93843,risatti,570.72,142.68
519,FDEUR96149,risatti,570.72,142.68
520,FDEUR98658,risatti,570.72,142.68
521,FDEUR101214,risatti,570.72,142.68
522,FDEUR103674,risatti,570.72,142.68
523,FDEUR106050,risatti,570.72,142.68
524,FDEUR108668,risatti,570.72,142.68
525,FDEUR111281,risatti,570.72,142.68
526,FDEUR114065,risatti,570.72,142.68
527,FDEUR116675,risatti,570.72,142.68
528,FDEUR119358,risatti,570.72,142.68
529,FDEUR122227,risatti,570.72,142.68
530,FDEUR124994,risatti,570.72,142.68
531,FDEUR127766,risatti,570.72,142.68
532,FDEUR130783,risatti,570.72,142.68
533,FDEUR133883,risatti,570.72,142.68
534,FDEUR136922,risatti,570.72,142.68
535,FDEUR139853,risatti,570.72,142.68
536,FDEUR143094,risatti,570.72,142.68
537,FDEUR146343,risatti,570.72,142.68
538,FDEUR149807,risatti,570.72,142.68
539,FDEUR153160,risatti,570.72,142.68
540,FDEUR156455,risatti,570.72,142.68
541,FDEUR159844,risatti,570.72,142.68
542,FDEUR162990,risatti,570.72,142.68
543,FDEUR169527,risatti,570.72,142.68
544,FDEUR166133,risatti,570.72,142.68
545,FDEUR42380,Euris srl,71.34,17.83
546,FDEUR44355,Euris srl,71.34,17.83
547,FDEUR44147,tecnoprof srl,29.52,7.38
548,FDEUR45714,tecnoprof srl,259.53,64.88
549,FD491334,Obag Official,129.0,32.25
550,FD507401,Obag Official,93.0,23.25
551,FD523973,Obag Official,111.0,27.75
552,FD540175,Obag Official,111.0,27.75
553,FD556523,Obag Official,111.0,27.75
554,FD573230,Obag Official,111.0,27.75
555,FD589765,Obag Official,111.0,27.75
556,FD606884,Obag Official,111.0,27.75
557,FD623809,Obag Official,111.0,27.75
558,FD640756,Obag Official,111.0,27.75
559,FD657731,Obag Official,111.0,27.75
560,FD664669,Obag Official,22.0,5.5
561,FD674751,Obag Official,148.0,37.0
562,FD691903,Obag Official,148.0,37.0
563,FD709063,Obag Official,148.0,37.0
564,FD725798,Obag Official,148.0,37.0
565,FD742398,Obag Official,148.0,37.0
566,FD758813,Obag Official,148.0,37.0
567,FD775759,Obag Official,148.0,37.0
568,FD792559,Obag Official,148.0,37.0
569,FD810033,Obag Official,148.0,37.0
570,FD827199,Obag Official,148.0,37.0
571,FD844771,Obag Official,148.0,37.0
572,FD862241,Obag Official,148.0,37.0
573,FD879825,Obag Official,148.0,37.0
574,FD897926,Obag Official,148.0,37.0
575,FD916258,Obag Official,148.0,37.0
576,FD934495,Obag Official,148.0,37.0
577,FT-9411,Soisy S.p.A.,76.26,19.06
578,FT-10010,Soisy S.p.A.,76.26,19.06
579,FT-10616,Soisy S.p.A.,76.26,19.06
580,FT-11262,Soisy S.p.A.,76.26,19.06
581,FT-11948,Soisy S.p.A.,76.26,19.06
582,FT-12691,Soisy S.p.A.,76.26,19.06
583,FT-13492,Soisy S.p.A.,76.26,19.06
584,FT-14356,Soisy S.p.A.,76.26,19.06
585,FD745209,Bluenext,23112.0,5778.0
586,FD753305,Bluenext,1917.0,479.25
587,FD734457,Bluenext,1270.0,317.5
588,FD748601,Bluenext,0.0,0.0
589,FD734432,Bluenext,6.0,1.5
590,FD753048,Bluenext,0.0,0.0
591,FD760234,Bluenext,0.0,0.0
592,FD765186,Bluenext,0.0,0.0
593,FD769638,Bluenext,0.0,0.0
594,FD775565,Bluenext,0.0,0.0
595,FD781952,Bluenext,0.0,0.0
596,FD789699,Bluenext,0.0,0.0
597,FD785846,Bluenext,0.0,0.0
598,FD793699,Bluenext,0.0,0.0
599,FD812657,Bluenext,0.0,0.0
600,FD833769,Bluenext,335.0,83.75
601,FD839462,Bluenext,98.0,24.5
602,FD844049,Bluenext,1838.0,459.5
603,FD856201,Bluenext,273.0,68.25
604,FD856296,Bluenext,272.0,68.0
605,FD969545,Bluenext,26402.0,6600.5
606,FD955680,Bluenext,2311.0,577.75
607,FD973880,Bluenext,0.0,0.0
608,FD1192084,Bluenext,2.0,0.5
609,FD1206097,Bluenext,554.0,138.5
610,FD1192265,Bluenext,30348.0,7587.0
611,FD1367341,Bluenext,589.0,147.25
612,FD532786,Bluenext,2940.0,735.0
613,FD573593,Bluenext,929.0,232.25
614,FD592841,Bluenext,414.0,103.5
615,FD594431,Bluenext,1219.0,304.75
616,FD598381,Bluenext,395.0,98.75
617,FD621192,Bluenext,658.0,164.5
618,FD623848,Bluenext,322.0,80.5
619,FD631379,Bluenext,900.0,225.0
620,FD647052,Bluenext,78.0,19.5
621,FD661122,Bluenext,2998.0,749.5
622,FD661701,Bluenext,212.0,53.0
623,FD672322,Bluenext,181.0,45.25
624,FD678108,Bluenext,165.0,41.25
625,FD714735,Bluenext,0.0,0.0
626,FD724202,Bluenext,0.0,0.0
627,FD726781,Bluenext,0.0,0.0
628,FDEUR38881,ITConsulting,51.66,12.91
629,FDEUR41585,Naif Srl,49.2,12.3
630,FDEUR42651,Naif Srl,49.2,12.3
631,FDEUR40227,Naif Srl,61.5,15.37
632,FDEUR40112,Naif Srl,14.76,3.69
633,FDEUR40111,Naif Srl,2833.92,708.48
634,FDEUR43691,Naif Srl,49.2,12.3
635,FDEUR44670,Naif Srl,98.4,24.6
636,FDEUR46057,Naif Srl,98.4,24.6
637,FDEUR46788,Naif Srl,98.4,24.6
638,FDEUR47401,Naif Srl,98.4,24.6
639,FDEUR49517,Naif Srl,98.4,24.6
640,FDEUR53720,Naif Srl,98.4,24.6
641,FDEUR53721,Naif Srl,98.4,24.6
642,FDEUR62209,Naif Srl,98.4,24.6
643,FDEUR65558,Naif Srl,2833.92,708.48
644,FDEUR66286,Naif Srl,98.4,24.6
645,FDEUR70532,Naif Srl,98.4,24.6
646,FDEUR93553,Naif Srl,2833.92,708.48
647,FDEUR124661,Naif Srl,2833.92,708.48
648,FDEUR162626,Naif Srl,2833.92,708.48
649,FDEUR40625,Centro Medico Santagostino,797.04,199.26
650,FDEUR66205,Centro Medico Santagostino,797.04,199.26
651,FDEUR94278,Centro Medico Santagostino,318.57,79.64
652,FDEUR106007,Centro Medico Santagostino,797.04,199.26
653,FDEUR139784,Centro Medico Santagostino,797.04,199.26
654,FDEUR38324,Revorg,3365.28,841.32
655,FDEUR58460,Revorg,177.12,44.28
656,FDEUR56112,Revorg,713.4,178.35
657,FDEUR65614,Revorg,6057.75,1514.43
658,FDEUR79258,Revorg,670.35,167.58
659,FDEUR111032,Revorg,0.0,0.0
660,FDEUR93626,Revorg,7403.37,1850.84
661,FDEUR123394,Revorg,27.06,6.76
662,FDEUR124761,Revorg,8076.18,2019.04
663,FDEUR162724,Revorg,8076.18,2019.04
664,FDEUR38990,Covema Vernici,3306.24,826.56
665,FDEUR64219,Covema Vernici,4915.08,1228.77
666,FDEUR39457,Covema Vernici,462.48,115.62
667,FDEUR62490,Covema Vernici,28.29,7.07
668,FDEUR57165,Covema Vernici,173.43,43.35
669,FDEUR92122,Covema Vernici,5387.4,1346.85
670,FDEUR100406,Covema Vernici,158.67,39.66
671,FDEUR123050,Covema Vernici,4723.2,1180.8
672,FDEUR160815,Covema Vernici,4723.2,1180.8
673,FDEUR45637,Parametric Design - portale di supporto,0.0,0.0
674,FDEUR45657,Parametric Design - portale di supporto,0.0,0.0
675,FDEUR45666,Parametric Design - portale di supporto,0.0,0.0
676,FDEUR45325,Parametric Design - portale di supporto,4516.56,1129.14
677,FDEUR72052,Parametric Design - portale di supporto,4516.56,1129.14
678,FDEUR100651,Parametric Design - portale di supporto,4516.56,1129.14
679,FDEUR133172,Parametric Design - portale di supporto,4516.56,1129.14
680,FDEUR168184,futurenergy - assistenza clienti,276.75,69.18
681,FDEUR84139,futurenergy - assistenza clienti,2656.8,664.2
682,FDEUR101530,futurenergy - assistenza clienti,107.01,26.75
683,FDEUR118389,futurenergy - assistenza clienti,239.85,59.96
684,FDEUR121147,futurenergy - assistenza clienti,239.85,59.96
685,FDEUR123946,futurenergy - assistenza clienti,239.85,59.96
686,FDEUR126694,futurenergy - assistenza clienti,239.85,59.96
687,FDEUR129563,futurenergy - assistenza clienti,239.85,59.96
688,FDEUR132712,futurenergy - assistenza clienti,239.85,59.96
689,FDEUR135826,futurenergy - assistenza clienti,239.85,59.96
690,FDEUR138851,futurenergy - assistenza clienti,239.85,59.96
691,FDEUR141861,futurenergy - assistenza clienti,239.85,59.96
692,FDEUR116475,futurenergy - assistenza clienti,167.28,41.82
693,FDEUR143900,futurenergy - assistenza clienti,14.76,3.69
694,FDEUR145228,futurenergy - assistenza clienti,276.75,69.18
695,FDEUR148504,futurenergy - assistenza clienti,276.75,69.18
696,FDEUR151859,futurenergy - assistenza clienti,276.75,69.18
697,FDEUR155221,futurenergy - assistenza clienti,276.75,69.18
698,FDEUR158512,futurenergy - assistenza clienti,276.75,69.18
699,FDEUR161830,futurenergy - assistenza clienti,276.75,69.18
700,FDEUR164893,futurenergy - assistenza clienti,276.75,69.18
701,FD425402,Scardeoni & Parteners,50.0,12.5
702,FD440741,Scardeoni & Parteners,50.0,12.5
703,FD456372,Scardeoni & Parteners,50.0,12.5
704,FD472144,Scardeoni & Parteners,50.0,12.5
705,FD488232,Scardeoni & Parteners,50.0,12.5
706,FD504644,Scardeoni & Parteners,50.0,12.5
707,FD521132,Scardeoni & Parteners,50.0,12.5
708,FD537675,Scardeoni & Parteners,50.0,12.5
709,FD553664,Scardeoni & Parteners,50.0,12.5
710,FD570345,Scardeoni & Parteners,50.0,12.5
711,FD586915,Scardeoni & Parteners,50.0,12.5
712,FD604049,Scardeoni & Parteners,50.0,12.5
713,FD620758,Scardeoni & Parteners,50.0,12.5
714,FD413797,Bonnell,22.0,5.5
715,FD420496,Bonnell,50.0,12.5
716,FD435831,Bonnell,50.0,12.5
717,FD451242,Bonnell,50.0,12.5
718,FD467193,Bonnell,50.0,12.5
719,FD482930,Bonnell,50.0,12.5
720,FD499223,Bonnell,50.0,12.5
721,FD516014,Bonnell,50.0,12.5
722,FD532296,Bonnell,50.0,12.5
723,FD548271,Bonnell,50.0,12.5
724,FD565118,Bonnell,50.0,12.5
725,FD581691,Bonnell,50.0,12.5
726,FD598531,Bonnell,50.0,12.5
727,FDEUR34419,Studio Informatica,3394.8,848.7
728,FDEUR46430,Studio Informatica,1601.46,400.36
729,FDEUR46653,Studio Informatica,314.88,78.72
730,FDEUR51234,Studio Informatica,93.48,23.37
731,FDEUR51267,Studio Informatica,186.96,46.74
732,FDEUR51769,Studio Informatica,86.1,21.52
733,FDEUR56065,Studio Informatica,68.88,17.22
734,FDEUR58341,Studio Informatica,7.38,1.84
735,FDEUR58732,Studio Informatica,10184.4,2546.1
736,FDEUR59194,Studio Informatica,334.56,83.64
737,FDEUR81648,Studio Informatica,54.12,13.53
738,FDEUR86278,Studio Informatica,10863.36,2715.84
739,FDEUR94108,Studio Informatica,247.23,61.8
740,FDEUR112726,Studio Informatica,38.13,9.53
741,FDEUR116267,Studio Informatica,11542.32,2885.58
742,FDEUR152637,Studio Informatica,11542.32,2885.58
743,FDEUR38227,Gruppo Messina,5872.02,1468.0
744,FDEUR63305,Gruppo Messina,9484.53,2371.13
745,FDEUR64332,Gruppo Messina,434.19,108.54
746,FDEUR91201,Gruppo Messina,9935.94,2483.98
747,FDEUR46426,Gruppo Messina,2317.32,579.33
748,FDEUR121842,Gruppo Messina,9935.94,2483.98
749,FDEUR159399,Gruppo Messina,8104.47,2026.11
750,FCL44573,Testbusters - Assistenza Clienti,25.0,6.25
751,FCL45067,Testbusters - Assistenza Clienti,49.0,12.25
752,FCL49771,Testbusters - Assistenza Clienti,49.0,12.25
753,FCL54661,Testbusters - Assistenza Clienti,49.0,12.25
754,FCL59875,Testbusters - Assistenza Clienti,49.0,12.25
755,FCL65101,Testbusters - Assistenza Clienti,49.0,12.25
756,FCL70978,Testbusters - Assistenza Clienti,49.0,12.25
757,FCL77055,Testbusters - Assistenza Clienti,49.0,12.25
758,FDEUR29466,MICAP,71.34,17.83
759,FDEUR31236,MICAP,71.34,17.83
760,FDEUR33112,MICAP,71.34,17.83
761,FD380035,crmpartners srl,1920.0,480.0
762,FDEUR31065,crmpartners srl,0.0,0.0
763,FDEUR31102,crmpartners srl,0.0,0.0
764,FDEUR32447,crmpartners srl,444.03,111.0
765,FDEUR35886,crmpartners srl,0.0,0.0
766,FDEUR48376,crmpartners srl,246.0,61.5
767,FDEUR36004,crmpartners srl,319.8,79.95
768,FDEUR37484,crmpartners srl,34.44,8.61
769,FDEUR37803,crmpartners srl,246.0,61.5
770,FDEUR39992,crmpartners srl,246.0,61.5
771,FDEUR42172,crmpartners srl,246.0,61.5
772,FDEUR46519,crmpartners srl,246.0,61.5
773,FDEUR44166,crmpartners srl,391.14,97.78
774,FDEUR44291,crmpartners srl,246.0,61.5
775,FDEUR50664,crmpartners srl,246.0,61.5
776,FDEUR52250,crmpartners srl,246.0,61.5
777,FDEUR53644,crmpartners srl,246.0,61.5
778,FDEUR54635,crmpartners srl,3778.56,944.64
779,FDEUR55208,crmpartners srl,246.0,61.5
780,FDEUR56744,crmpartners srl,246.0,61.5
781,FDEUR57365,crmpartners srl,2961.84,740.46
782,FDEUR61649,crmpartners srl,246.0,61.5
783,FDEUR62689,crmpartners srl,246.0,61.5
784,FDEUR63388,crmpartners srl,246.0,61.5
785,FDEUR63911,crmpartners srl,246.0,61.5
786,FDEUR68153,crmpartners srl,246.0,61.5
787,FDEUR65866,crmpartners srl,246.0,61.5
788,FDEUR66381,crmpartners srl,246.0,61.5
789,FDEUR68705,crmpartners srl,246.0,61.5
790,FDEUR58429,crmpartners srl,246.0,61.5
791,FDEUR69236,crmpartners srl,246.0,61.5
792,FDEUR70411,crmpartners srl,246.0,61.5
793,FDEUR70914,crmpartners srl,246.0,61.5
794,FDEUR71950,crmpartners srl,246.0,61.5
795,FDEUR72545,crmpartners srl,246.0,61.5
796,FDEUR71425,crmpartners srl,246.0,61.5
797,FDEUR73212,crmpartners srl,246.0,61.5
798,FDEUR73685,crmpartners srl,246.0,61.5
799,FDEUR74256,crmpartners srl,246.0,61.5
800,FDEUR75137,crmpartners srl,246.0,61.5
801,FDEUR75858,crmpartners srl,246.0,61.5
802,FDEUR78316,crmpartners srl,246.0,61.5
803,FDEUR79431,crmpartners srl,246.0,61.5
804,FDEUR78839,crmpartners srl,246.0,61.5
805,FDEUR76422,crmpartners srl,246.0,61.5
806,FDEUR77724,crmpartners srl,246.0,61.5
807,FDEUR65102,crmpartners srl,246.0,61.5
808,FDEUR67425,crmpartners srl,246.0,61.5
809,FDEUR60147,crmpartners srl,246.0,61.5
810,FDEUR64468,crmpartners srl,246.0,61.5
811,FDEUR69769,crmpartners srl,246.0,61.5
812,FDEUR81927,crmpartners srl,5295.15,1323.78
813,FDEUR111369,crmpartners srl,5195.52,1298.88
814,FDEUR146456,crmpartners srl,5195.52,1298.88
815,FDEUR147595,crmpartners srl,1381.29,345.32
816,FDEUR65469,crmpartners srl,0.0,0.0
817,FDEUR141043,CoverManager,0.0,0.0
818,FDEUR126500,CoverManager,596.55,149.13
819,FDEUR144517,CoverManager,4.92,1.23
820,FDEUR150308,CoverManager,62.73,15.68
821,FDEUR145909,CoverManager,162.36,40.59
822,FDEUR155060,CoverManager,86.1,21.52
823,FDEUR147960,CoverManager,73.8,18.45
824,FDEUR151088,CoverManager,60.27,15.06
825,FDEUR157348,CoverManager,33.21,8.3
826,FDEUR155773,CoverManager,119.31,29.82
827,FDEUR145035,CoverManager,767.52,191.88
828,FDEUR163309,CoverManager,13.53,3.38
829,FDEUR159571,CoverManager,33.21,8.3
830,FDEUR166113,Archivist srl,381.3,95.32
831,FDEUR74167,Archivist srl,14.76,3.69
832,FDEUR74916,Archivist srl,541.2,135.3
833,FDEUR75046,Archivist srl,46.74,11.68
834,FDEUR169505,Archivist srl,381.3,95.32
835,FDEUR77067,Archivist srl,590.4,147.6
836,FDEUR79500,Archivist srl,541.2,135.3
837,FDEUR81837,Archivist srl,541.2,135.3
838,FDEUR84260,Archivist srl,442.8,110.7
839,FDEUR86599,Archivist srl,442.8,110.7
840,FDEUR89000,Archivist srl,344.4,86.1
841,FDEUR89467,Archivist srl,30.75,7.68
842,FDEUR91401,Archivist srl,381.3,95.32
843,FDEUR93829,Archivist srl,381.3,95.32
844,FDEUR96140,Archivist srl,381.3,95.32
845,FDEUR98643,Archivist srl,381.3,95.32
846,FDEUR101203,Archivist srl,381.3,95.32
847,FDEUR103664,Archivist srl,381.3,95.32
848,FDEUR106041,Archivist srl,381.3,95.32
849,FDEUR108659,Archivist srl,381.3,95.32
850,FDEUR111272,Archivist srl,381.3,95.32
851,FDEUR114049,Archivist srl,381.3,95.32
852,FDEUR116662,Archivist srl,381.3,95.32
853,FDEUR119344,Archivist srl,381.3,95.32
854,FDEUR122211,Archivist srl,381.3,95.32
855,FDEUR124985,Archivist srl,381.3,95.32
